Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,AQI,Green_Cover
31.2,84.0,28.6,39.4,24.6,12.2,1.3,6.4,438,Moderate,130.0,27.59
27.7,56.2,6.1,17.1,19.2,11.9,1.61,5.6,507,Moderate,137.0,23.75
23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,Good,48.0,46.87
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,Good,56.0,25.02
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,Poor,378.0,25.46
25.6,79.9,2.3,5.6,22.3,7.1,0.87,10.5,516,Good,45.0,36.41
20.3,67.1,8.6,12.0,10.7,3.3,0.97,10.3,286,Good,46.0,52.51
39.2,84.3,80.5,107.9,32.5,24.6,2.37,4.8,450,Poor,228.0,12.23
20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,Good,73.0,59.43
32.2,69.4,1.5,14.1,24.3,12.5,1.89,5.7,481,Moderate,105.0,13.66
28.5,71.0,6.7,13.1,21.8,4.0,0.97,13.1,510,Good,70.0,30.07
25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,Moderate,132.0,18.49
38.4,73.3,78.9,94.5,23.9,23.0,2.03,4.1,615,Poor,377.0,19.93
31.9,66.3,38.8,40.0,30.6,9.3,1.55,6.2,381,Moderate,123.0,27.47
44.2,79.7,4.9,23.6,34.4,18.1,1.76,4.1,724,Poor,286.0,14.89
44.4,70.0,7.1,19.5,23.3,11.6,1.71,5.1,762,Poor,238.0,28.48
28.8,49.0,0.4,9.3,35.2,7.3,1.43,5.4,553,Moderate,135.0,27.91
53.1,57.3,72.3,84.6,45.0,6.4,1.95,3.2,857,Hazardous,437.0,27.5
32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,Moderate,151.0,41.2
25.1,54.5,13.9,16.1,21.2,6.5,1.02,10.4,300,Good,60.0,56.08
23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529,Good,92.0,27.36
26.3,91.1,142.3,157.0,30.5,6.5,1.18,7.1,480,Moderate,151.0,17.42
38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,Poor,313.0,17.61
32.2,55.6,9.9,20.0,25.2,14.1,1.75,6.1,516,Moderate,145.0,22.19
33.9,63.1,2.2,11.7,21.1,17.9,2.55,8.9,680,Poor,350.0,25.31
32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,Moderate,110.0,31.01
27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,Good,83.0,59.17
31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386,Moderate,104.0,28.01
28.3,56.4,22.1,30.3,28.0,0.6,1.48,8.2,331,Moderate,194.0,32.63
23.9,66.7,4.6,7.9,15.4,7.1,0.95,12.4,362,Good,47.0,40.93
33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361,Moderate,144.0,32.52
49.6,79.9,13.4,26.4,37.8,28.8,2.71,3.3,639,Hazardous,417.0,16.36
32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,Hazardous,430.0,25.68
43.0,83.1,58.2,80.2,34.7,9.1,1.88,6.0,375,Poor,277.0,31.56
34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,Moderate,157.0,42.19
37.7,79.60306890696326,22.7,53.0,37.1,25.3,2.58,5.1,543,Hazardous,460.0,13.91
24.6,42.1,0.9,10.3,23.4,9.1,0.83,11.5,545,Good,48.0,38.2
29.5,79.8,12.8,29.8,33.2,13.3,1.1,5.9,389,Moderate,107.0,32.7
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,Good,67.0,55.44
26.8,80.27773568924533,0.9,21.6,34.8,12.9,2.0,6.6,712,Poor,312.0,14.39
30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,Moderate,108.0,12.03
22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,Good,81.0,50.58
28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,Moderate,127.0,13.65
35.4,75.0,10.0,18.8,24.0,13.6,1.5,6.2,390,Moderate,121.0,28.95
36.0,75.3,43.4,59.5,35.1,22.1,1.97,3.6,468,Poor,234.0,27.37
27.1,74.1,4.7,8.7,25.3,5.9,1.0,13.5,555,Good,92.0,36.45
24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,Good,53.0,42.66
23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,Good,73.0,27.97
34.9,63.0,59.7,69.2,29.5,8.2,1.07,5.2,568,Moderate,158.0,12.93
44.8,89.43236736399543,35.2,58.0,38.3,29.6,2.8,6.3,816,Hazardous,430.0,18.31
41.3,90.6,70.6,88.5,45.0,30.2,2.93,6.8,902,Hazardous,424.0,21.74
33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,Poor,315.0,16.12
27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,Poor,268.0,22.34
38.6,80.73608513708348,9.9,20.0,36.3,22.5,1.74,7.5,591,Poor,235.0,22.9
24.1,72.6,27.7,36.5,35.3,6.5,1.95,8.4,493,Moderate,172.0,11.42
26.8,60.2,4.4,10.1,25.7,4.5,1.29,12.6,234,Good,32.0,50.84
33.8,66.1,55.5,79.2,35.2,18.6,2.06,4.5,636,Poor,243.0,18.89
18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600,Good,62.0,41.18
30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,Moderate,120.0,26.34
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,Good,67.0,30.41
24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good,93.0,46.59
26.8,83.0,53.4,69.0,17.6,15.2,1.82,7.5,668,Moderate,122.0,27.51
26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,Good,58.0,38.47
33.4,52.7,53.5,63.4,26.5,10.0,1.32,12.4,329,Moderate,111.0,44.97
31.6,82.52891711714913,6.4,21.2,43.5,14.5,1.79,8.1,558,Poor,242.0,22.8
32.2,60.7,48.9,65.1,41.1,14.4,2.79,2.9,875,Hazardous,522.0,12.31
39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,Poor,288.0,18.61
22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,Good,49.0,48.7
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,Good,72.0,33.67
30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363,Moderate,116.0,36.08
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,Poor,234.0,19.2
29.6,76.1,31.0,48.7,51.2,9.3,2.7,2.9,788,Hazardous,413.0,26.99
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,Good,84.0,26.58
25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506,Moderate,179.0,12.15
21.8,73.4,12.1,12.0,26.2,6.6,1.04,25.8,224,Good,58.0,57.79
29.9,51.4,2.8,14.2,23.7,10.0,1.43,9.0,321,Moderate,108.0,41.74
22.8,67.9,66.8,79.8,28.3,4.3,1.17,5.9,397,Moderate,164.0,29.01
42.5,80.9,33.3,44.4,34.1,11.1,2.28,4.2,682,Poor,307.0,27.17
37.4,76.86513861373162,22.8,44.9,31.1,9.5,2.68,3.6,563,Poor,244.0,23.31
36.6,83.74264815093309,0.4,16.4,39.9,13.0,1.57,5.9,690,Poor,220.0,13.63
29.1,77.1,61.8,76.5,28.5,8.4,1.71,5.7,591,Moderate,120.0,24.84
29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,Good,79.0,32.98
29.9,84.5,11.5,24.0,22.2,7.7,1.69,5.1,424,Moderate,163.0,11.28
22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,Good,70.0,25.3
35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447,Poor,201.0,23.89
30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,Good,90.0,25.36
35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,Moderate,169.0,44.49
20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,Good,67.0,50.5
22.5,40.7,26.5,31.8,26.4,7.0,1.18,10.9,452,Good,100.0,37.81
26.8,75.7,16.6,23.9,21.0,1.6,1.01,11.4,390,Good,91.0,41.24
36.4,85.5235767595172,35.8,67.0,43.1,8.3,2.32,8.3,813,Hazardous,417.0,27.42
25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,Good,91.0,41.67
36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,Moderate,123.0,15.46
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,Poor,338.0,22.5
40.3,66.1,11.8,21.0,43.4,15.8,2.02,6.2,824,Poor,310.0,15.42
22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,Moderate,160.0,20.13
32.7,82.03782685805145,12.6,23.5,23.5,0.8,1.51,6.0,598,Moderate,167.0,27.22
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723,Poor,289.0,26.51
28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,Good,68.0,44.92
29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,Good,34.0,26.98
25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,Moderate,102.0,41.65
42.0,77.9,9.5,31.0,37.6,17.0,2.38,12.0,484,Hazardous,437.0,44.45
32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,Moderate,124.0,23.39
29.8,85.5,6.2,15.4,34.0,4.5,1.34,11.3,405,Moderate,179.0,42.93
32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,Moderate,105.0,14.94
34.1,79.1,165.5,190.7,45.3,9.0,1.95,5.3,846,Hazardous,411.0,17.43
42.8,81.615778238995,10.3,31.6,36.9,15.3,2.34,4.1,755,Hazardous,420.0,29.64
35.5,86.0,75.7,86.8,19.8,12.1,1.79,8.6,612,Moderate,113.0,18.32
26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,Moderate,102.0,42.58
26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,Good,65.0,47.77
19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,Good,91.0,59.58
34.1,72.9,2.2,15.6,33.6,4.9,1.43,5.6,526,Moderate,109.0,22.88
23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351,Moderate,160.0,25.38
27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608,Poor,324.0,14.94
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,Good,66.0,58.07
31.2,54.0,16.4,22.8,23.0,3.9,1.59,9.4,492,Moderate,127.0,15.89
31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,Moderate,148.0,26.16
47.7,69.2,41.8,50.7,38.3,22.2,2.58,5.9,651,Poor,331.0,21.82
27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317,Moderate,145.0,39.88
24.6,52.4,4.1,18.1,27.0,14.7,1.4,8.8,356,Moderate,140.0,31.75
36.4,78.13936186273475,16.4,32.0,25.7,14.7,2.03,3.6,686,Poor,276.0,14.86
31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,Good,87.0,41.5
37.6,88.99376287199107,19.5,27.3,50.3,6.2,2.47,3.7,889,Hazardous,431.0,12.53
27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,Good,96.0,40.39
29.0,79.2,66.5,82.1,25.8,16.7,1.51,5.3,575,Moderate,134.0,19.37
26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,Good,95.0,45.85
25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,Good,67.0,36.9
41.0,82.3,90.1,109.2,48.8,27.5,1.52,4.3,450,Poor,232.0,26.66
26.5,79.2,51.0,58.8,22.3,12.0,1.54,5.2,344,Moderate,102.0,38.37
36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,Moderate,138.0,41.34
23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306,Good,63.0,56.14
26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538,Moderate,115.0,13.34
28.2,75.8,164.9,168.7,22.9,15.4,1.53,5.5,346,Moderate,115.0,44.33
31.6,85.20002936993284,0.4,15.7,38.4,11.9,1.34,6.5,421,Poor,202.0,11.75
21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451,Good,98.0,42.42
29.4,56.0,24.3,41.9,30.5,5.3,1.64,12.5,375,Moderate,125.0,42.15
34.6,86.1,17.8,28.9,37.4,10.2,1.44,6.4,414,Moderate,123.0,16.95
30.5,62.3,13.3,18.8,19.7,5.2,1.01,11.4,495,Good,62.0,37.23
26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,Hazardous,532.0,16.29
33.5,58.9,12.1,29.4,49.8,16.7,2.02,3.1,678,Hazardous,478.0,16.07
24.4,59.3,8.9,15.7,26.4,6.6,0.94,10.4,576,Good,56.0,43.96
22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,Good,50.0,27.25
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,Moderate,118.0,19.08
24.6,71.2,21.1,41.7,27.0,17.7,1.93,3.4,528,Poor,342.0,29.65
42.2,83.4,40.3,49.7,36.8,15.8,1.39,3.5,766,Poor,341.0,13.32
28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,Moderate,126.0,11.7
39.8,78.5,21.5,41.4,32.3,29.5,2.5,5.8,790,Poor,270.0,26.12
24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,Good,93.0,33.77
20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,Good,33.0,51.3
21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,Good,47.0,42.08
28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,Good,66.0,44.04
22.2,43.1,5.1,9.0,15.7,3.2,1.0,10.7,377,Good,100.0,42.59
31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,Poor,286.0,15.77
26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,Good,82.0,46.57
30.9,60.3,56.3,68.7,22.8,10.5,1.4,7.4,426,Moderate,109.0,16.38
27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539,Moderate,107.0,27.52
32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,Moderate,102.0,26.36
26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,Good,96.0,49.33
23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,Good,76.0,47.89
25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415,Moderate,158.0,26.82
24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,Good,89.0,49.07
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,Moderate,137.0,33.81
33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,Poor,324.0,19.3
27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,Good,72.0,29.46
35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703,Poor,272.0,19.63
33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,Poor,351.0,16.28
22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,Good,86.0,53.41
31.4,77.23030724763873,68.9,72.8,24.0,14.3,1.99,6.7,347,Moderate,108.0,33.73
23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,Good,67.0,25.93
38.6,72.2,48.8,67.7,36.2,28.6,2.21,3.0,860,Hazardous,472.0,17.62
49.8,79.2,70.1,82.7,50.3,20.6,1.91,5.2,617,Poor,274.0,13.45
23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,Good,100.0,48.2
26.9,53.5,20.0,28.4,29.5,5.3,1.36,8.5,313,Moderate,118.0,29.64
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,Good,40.0,29.97
31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,Good,85.0,59.13
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,Poor,383.0,11.53
22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,Good,51.0,38.59
27.2,52.7,7.4,13.9,22.2,5.4,0.94,11.4,577,Good,93.0,28.8
26.6,64.1,3.0,11.3,26.8,3.7,0.95,11.1,550,Good,49.0,25.9
22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,Good,94.0,41.2
30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,Good,68.0,44.43
20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,Good,52.0,26.57
26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,Good,100.0,57.0
25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,Good,76.0,56.68
33.4,59.9,33.0,41.0,25.4,10.8,1.64,7.0,406,Moderate,115.0,28.64
26.7,41.7,13.2,18.9,18.9,6.3,0.9,12.3,550,Good,98.0,25.44
34.5,71.4,29.5,52.6,37.9,17.1,2.09,3.9,744,Poor,213.0,25.78
40.5,70.4,35.8,44.7,22.2,9.7,1.33,5.5,398,Moderate,161.0,43.53
35.6,75.3,48.1,63.6,43.7,29.2,3.03,2.9,587,Hazardous,431.0,28.25
27.1,79.9,31.7,50.9,47.6,5.2,2.0,6.8,447,Poor,376.0,25.1
26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor,383.0,11.55
39.2,88.85076284948991,25.7,46.9,45.6,25.2,2.25,4.5,692,Hazardous,454.0,21.29
38.1,81.02383013755238,59.5,79.6,40.5,24.4,2.41,4.9,863,Hazardous,431.0,20.53
26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,Moderate,126.0,24.27
23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,Good,78.0,43.3
33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267,Good,87.0,41.03
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,Good,80.0,31.6
41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,Hazardous,464.0,11.59
29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323,Moderate,135.0,37.78
26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548,Poor,349.0,26.32
32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388,Moderate,130.0,37.06
16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,Good,44.0,44.86
21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,Good,86.0,41.91
29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,Moderate,114.0,44.78
30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,Good,93.0,54.38
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,Poor,247.0,12.69
29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,Good,46.0,53.81
33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,Moderate,115.0,29.17
28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,Moderate,154.0,12.2
34.1,62.3,130.0,137.4,33.6,7.1,2.04,4.1,442,Poor,290.0,15.79
28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,Good,80.0,39.11
35.3,65.3,25.6,36.8,19.2,6.0,1.57,5.5,576,Moderate,127.0,23.5
27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,Moderate,132.0,22.52
24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454,Good,71.0,29.72
31.3,78.41546315303155,11.1,35.6,39.1,35.8,1.95,2.8,754,Hazardous,422.0,14.31
30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,Moderate,177.0,26.98
26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547,Good,49.0,37.98
28.6,83.1,19.9,29.1,35.8,12.3,1.93,7.4,674,Moderate,151.0,17.53
25.8,62.6,11.7,16.7,10.0,6.6,1.01,15.8,413,Good,50.0,41.96
28.9,49.8,0.3,1.5,20.5,8.5,1.13,11.4,485,Good,49.0,42.87
42.9,84.41480153570127,52.5,80.9,22.9,13.0,2.42,4.4,680,Poor,293.0,19.94
44.2,87.97341933744278,2.6,10.2,30.3,24.3,1.91,3.5,408,Poor,343.0,25.01
21.0,89.50855668945493,6.3,19.4,37.5,13.6,2.18,3.9,669,Poor,372.0,19.47
31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509,Moderate,122.0,12.91
23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,Good,75.0,25.51
38.5,86.16955525357773,66.9,92.3,46.0,15.7,2.63,4.1,654,Hazardous,422.0,12.18
29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good,74.0,55.8
40.3,73.4,11.3,29.9,31.4,25.3,2.11,3.9,380,Poor,208.0,41.89
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,Poor,228.0,23.59
29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,Good,77.0,56.35
26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,Moderate,158.0,40.53
29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,Moderate,118.0,15.79
29.5,69.8,5.9,21.1,27.6,18.9,1.82,3.6,694,Poor,351.0,17.14
40.0,83.4,5.0,25.6,45.0,14.5,2.4,4.7,927,Hazardous,595.0,24.79
31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,Poor,276.0,19.59
29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379,Good,87.0,50.67
32.2,66.7,22.8,34.7,29.6,17.6,2.69,9.1,441,Poor,269.0,23.21
28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,Moderate,144.0,17.6
26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,Good,98.0,40.83
37.0,82.89094941663514,19.8,34.2,32.7,15.8,2.18,3.9,745,Poor,257.0,12.07
32.2,84.1,4.3,13.3,20.1,12.6,1.38,6.7,401,Moderate,183.0,28.32
22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,Good,89.0,41.03
31.5,73.7,1.1,24.1,37.5,23.6,1.78,5.4,533,Poor,378.0,12.36
52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,Poor,248.0,13.44
35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,Poor,306.0,19.35
32.2,70.0,3.5,10.2,25.4,19.3,2.59,3.9,735,Poor,253.0,22.58
35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424,Moderate,117.0,21.21
23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,Good,100.0,31.55
24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,Good,86.0,40.18
31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,Poor,248.0,26.59
27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284,Good,71.0,44.58
26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,Good,54.0,42.69
51.1,70.0,2.2,3.8,39.8,20.1,2.65,4.2,684,Hazardous,531.0,25.98
33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619,Poor,276.0,24.99
34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,Moderate,113.0,30.44
34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,Poor,247.0,21.11
27.4,78.0,5.0,21.9,33.8,16.5,1.57,5.6,468,Moderate,169.0,15.43
26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,Good,47.0,53.01
33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,Poor,306.0,17.77
40.8,80.31505931288318,11.3,27.2,53.4,23.2,2.72,4.7,688,Hazardous,452.0,24.94
16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487,Good,92.0,28.97
30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,Moderate,123.0,10.94
35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617,Poor,277.0,29.49
31.2,86.3,39.3,52.8,16.8,9.9,1.73,5.9,571,Moderate,123.0,10.67
26.0,86.8,85.4,95.8,24.8,3.9,1.23,5.4,481,Moderate,140.0,24.36
25.4,74.2,40.6,46.1,19.7,9.9,1.32,6.1,459,Moderate,137.0,14.07
38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,Poor,204.0,17.46
30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660,Poor,277.0,15.8
45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467,Poor,365.0,13.49
23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,Moderate,115.0,15.0
38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor,276.0,20.06
32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,Poor,229.0,29.9
49.9,91.6,26.6,51.1,31.8,29.0,2.48,5.4,849,Hazardous,475.0,28.25
30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,Moderate,193.0,22.68
26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,Moderate,107.0,37.38
40.6,92.2,80.4,103.6,45.8,12.1,1.97,6.8,744,Poor,320.0,23.98
26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,Good,83.0,29.84
33.0,47.0,16.4,23.0,26.3,4.9,1.22,9.8,655,Moderate,106.0,27.68
17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,Good,47.0,30.39
31.5,55.4,50.2,68.7,31.5,6.0,2.13,4.4,529,Poor,258.0,17.07
40.0,83.20211877583478,19.9,49.3,51.0,22.5,2.47,4.1,601,Hazardous,531.0,26.82
39.5,70.4,9.9,30.3,48.3,36.8,2.68,3.2,896,Hazardous,440.0,27.56
25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,Moderate,164.0,26.58
18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,Good,81.0,34.46
28.2,73.5,3.8,14.8,24.8,11.1,1.11,7.0,577,Moderate,111.0,15.36
34.3,75.65125835881967,38.8,58.4,40.4,12.8,2.09,2.7,811,Hazardous,450.0,26.36
27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,Moderate,190.0,38.07
26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,Good,51.0,54.25
38.2,75.39169220358846,0.1,12.5,41.7,15.8,1.98,6.2,709,Poor,309.0,28.56
27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,Good,66.0,51.03
22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,Good,60.0,51.18
22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,Good,59.0,59.69
21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,Good,78.0,51.0
22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,Moderate,163.0,38.29
22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,Good,47.0,44.65
26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,Good,83.0,54.65
23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,Good,46.0,30.56
24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,Moderate,119.0,17.82
25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,Good,98.0,46.21
